crop_path,original_image,class_id,class_name,confidence,prompt
MarineExplainAI/crops/crab/2019-03-06_22-12-29to2019-03-06_22-12-37_1-0020_jpg.rf.e87cf9dfc173132d6275ea6902b1125d_crab_0.jpg,2019-03-06_22-12-29to2019-03-06_22-12-37_1-0020_jpg.rf.e87cf9dfc173132d6275ea6902b1125d.jpg,0,crab,0.8331,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/crab/2019-03-06_22-12-29to2019-03-06_22-12-37_1-0020_jpg.rf.e87cf9dfc173132d6275ea6902b1125d_crab_1.jpg,2019-03-06_22-12-29to2019-03-06_22-12-37_1-0020_jpg.rf.e87cf9dfc173132d6275ea6902b1125d.jpg,0,crab,0.9623,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/crab/2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77_crab_2.jpg,2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77.jpg,0,crab,0.8853,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/crab/2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77_crab_3.jpg,2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77.jpg,0,crab,0.8911,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/crab/2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77_crab_4.jpg,2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77.jpg,0,crab,0.9336,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/starfish/2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77_starfish_5.jpg,2019-02-22_22-31-28to2019-02-22_22-31-38_1-0021_jpg.rf.483b9e7c33fffaca54c2733d39019d77.jpg,5,starfish,0.9337,explain why this object is likely classified as a 'starfish'.Answer in 1-2 sentences.
MarineExplainAI/crops/fish/2019-03-06_22-03-36to2019-03-06_22-04-08_1-0293_jpg.rf.667ff524f370509055adac8a88299d4a_fish_6.jpg,2019-03-06_22-03-36to2019-03-06_22-04-08_1-0293_jpg.rf.667ff524f370509055adac8a88299d4a.jpg,1,fish,0.8034,explain why this object is likely classified as a 'fish'.Answer in 1-2 sentences.
MarineExplainAI/crops/crab/2019-03-06_22-03-36to2019-03-06_22-04-08_1-0293_jpg.rf.667ff524f370509055adac8a88299d4a_crab_7.jpg,2019-03-06_22-03-36to2019-03-06_22-04-08_1-0293_jpg.rf.667ff524f370509055adac8a88299d4a.jpg,0,crab,0.8793,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/crab/2019-03-06_22-03-36to2019-03-06_22-04-08_1-0293_jpg.rf.667ff524f370509055adac8a88299d4a_crab_8.jpg,2019-03-06_22-03-36to2019-03-06_22-04-08_1-0293_jpg.rf.667ff524f370509055adac8a88299d4a.jpg,0,crab,0.9114,explain why this object is likely classified as a 'crab'.Answer in 1-2 sentences.
MarineExplainAI/crops/starfish/2019-03-20_20-08-39to2019-03-20_20-08-48_1-0005_jpg.rf.9d47460df25aa846f6a023532abea3df_starfish_9.jpg,2019-03-20_20-08-39to2019-03-20_20-08-48_1-0005_jpg.rf.9d47460df25aa846f6a023532abea3df.jpg,5,starfish,0.7314,explain why this object is likely classified as a 'starfish'.Answer in 1-2 sentences.
MarineExplainAI/crops/starfish/2019-03-20_20-08-39to2019-03-20_20-08-48_1-0005_jpg.rf.9d47460df25aa846f6a023532abea3df_starfish_10.jpg,2019-03-20_20-08-39to2019-03-20_20-08-48_1-0005_jpg.rf.9d47460df25aa846f6a023532abea3df.jpg,5,starfish,0.9598,explain why this object is likely classified as a 'starfish'.Answer in 1-2 sentences.
